#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-07-26T12:26:38 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d3af12bb6e6	
#INFO	-out.max=unlimited	
#INFO	queryParameters=13	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/MNRAS/459/3939&tab:{J/MNRAS/459/3939/tabled1}&key:source=J/MNRAS/459/3939/tabled1&HTTPPRM:&
#-source=J/MNRAS/459/3939/tabled1
#-order=I
#-out=Name
#-out=Date
#-out=JD
#-out=l_mag
#-out=mag
#-out=e_mag
#-out=Filter
#-out=Tel
#

#RESOURCE=yCat_74593939
#Name: J/MNRAS/459/3939
#Title: Type II supernova light curves (Valenti+, 2016)
#Table	J_MNRAS_459_3939_tabled1:
#Name: J/MNRAS/459/3939/tabled1
#Title: Photometric Data for 12 SNe
#Column	Name	(A11)	SN name	[ucd=meta.id;meta.main]
#Column	Date	(A10)	Observation date	[ucd=time.epoch;obs]
#Column	JD	(F11.3)	Julian date	[ucd=time.epoch]
#Column	l_mag	(A1)	Limit flag on mag	[ucd=meta.code.error]
#Column	mag	(F6.3)	Magnitude in Filter (1)	[ucd=phot.mag]
#Column	e_mag	(F6.3)	? rms uncertainty on mag	[ucd=stat.error;phot.mag]
#Column	Filter	(A3)	Filter (2)	[ucd=meta.id;instr.filter]
#Column	Tel	(a9)	Telescope (3)	[ucd=meta.id;instr.tel]
Name	Date	JD	l_mag	mag	e_mag	Filter	Tel
ASASSN-14ha	2014-12-11	2457002.748	 	15.305	 0.019	V  	1m0-05
ASASSN-14ha	2014-12-11	2457002.749	 	15.253	 0.018	V  	1m0-05
ASASSN-14ha	2014-12-16	2457008.454	 	15.274	 0.019	V  	1m0-12
ASASSN-14ha	2014-12-16	2457008.455	 	15.301	 0.018	V  	1m0-12
ASASSN-14ha	2014-12-22	2457014.294	 	15.315	 0.021	V  	1m0-10
ASASSN-14ha	2014-12-22	2457014.295	 	15.357	 0.028	V  	1m0-10
ASASSN-14ha	2014-12-22	2457014.321	 	15.275	 0.020	V  	1m0-13
ASASSN-14ha	2014-12-23	2457015.322	 	15.319	 0.016	V  	1m0-12
ASASSN-14ha	2014-12-23	2457015.324	 	15.390	 0.018	V  	1m0-12
ASASSN-14ha	2014-12-25	2457017.334	 	15.402	 0.014	V  	1m0-12
ASASSN-14ha	2014-12-25	2457017.336	 	15.391	 0.013	V  	1m0-12
ASASSN-14ha	2014-12-25	2457017.361	 	15.358	 0.014	V  	1m0-12
ASASSN-14ha	2014-12-25	2457017.362	 	15.259	 0.020	V  	1m0-12
ASASSN-14ha	2014-12-27	2457019.375	 	15.412	 0.011	V  	1m0-10
ASASSN-14ha	2014-12-27	2457019.377	 	15.417	 0.012	V  	1m0-10
ASASSN-14ha	2014-12-29	2457021.047	 	15.441	 0.022	V  	1m0-11
ASASSN-14ha	2014-12-31	2457022.752	 	15.409	 0.015	V  	1m0-05
ASASSN-14ha	2014-12-31	2457022.754	 	15.434	 0.018	V  	1m0-05
ASASSN-14ha	2015-01-02	2457025.049	 	15.459	 0.030	V  	1m0-11
ASASSN-14ha	2015-01-02	2457025.051	 	15.457	 0.031	V  	1m0-11
ASASSN-14ha	2015-01-03	2457026.468	 	15.467	 0.019	V  	1m0-12
ASASSN-14ha	2015-01-03	2457026.469	 	15.488	 0.019	V  	1m0-12
ASASSN-14ha	2015-01-05	2457028.333	 	15.517	 0.015	V  	1m0-10
ASASSN-14ha	2015-01-05	2457028.356	 	15.588	 0.018	V  	1m0-12
ASASSN-14ha	2015-01-05	2457028.358	 	15.564	 0.015	V  	1m0-12
ASASSN-14ha	2015-01-09	2457031.971	 	15.588	 0.018	V  	1m0-03
ASASSN-14ha	2015-01-09	2457031.973	 	15.443	 0.023	V  	1m0-03
ASASSN-14ha	2015-01-11	2457034.323	 	15.686	 0.015	V  	1m0-12
ASASSN-14ha	2015-01-11	2457034.324	 	15.675	 0.016	V  	1m0-12
ASASSN-14ha	2015-01-13	2457036.465	 	15.822	 0.029	V  	1m0-13
ASASSN-14ha	2015-01-17	2457039.723	 	15.792	 0.016	V  	1m0-05
ASASSN-14ha	2015-01-17	2457039.725	 	15.801	 0.018	V  	1m0-05
ASASSN-14ha	2015-01-18	2457041.461	 	15.908	 0.015	V  	1m0-12
ASASSN-14ha	2015-01-18	2457041.462	 	15.923	 0.015	V  	1m0-12
ASASSN-14ha	2015-01-20	2457043.300	 	16.002	 0.018	V  	1m0-10
ASASSN-14ha	2015-01-20	2457043.301	 	16.000	 0.017	V  	1m0-10
ASASSN-14ha	2015-01-22	2457045.316	 	16.360	 0.016	V  	1m0-10
ASASSN-14ha	2015-01-22	2457045.318	 	16.556	 0.018	V  	1m0-10
ASASSN-14ha	2015-01-25	2457047.966	 	17.557	 0.050	V  	1m0-11
ASASSN-14ha	2015-01-25	2457047.968	 	17.481	 0.042	V  	1m0-11
ASASSN-14ha	2015-01-27	2457049.621	 	19.126	 0.069	V  	1m0-05
ASASSN-14ha	2015-01-27	2457049.623	 	19.274	 0.089	V  	1m0-05
ASASSN-14ha	2015-01-30	2457053.017	 	18.999	 0.083	V  	1m0-03
ASASSN-14ha	2015-02-03	2457056.691	 	19.367	 0.181	V  	1m0-05
ASASSN-14ha	2015-02-04	2457058.400	<	18.962	      	V  	1m0-12
ASASSN-14ha	2015-02-04	2457058.402	 	19.380	 0.157	V  	1m0-12
ASASSN-14ha	2015-02-11	2457064.600	 	19.307	 0.100	V  	1m0-33
ASASSN-14ha	2015-03-03	2457084.534	<	18.895	      	V  	1m0-04
ASASSN-14ha	2015-03-08	2457089.531	<	19.043	      	V  	1m0-04
ASASSN-14ha	2014-09-11	2456912.354	 	14.665	 0.048	bs 	Swift
ASASSN-14ha	2014-09-12	2456912.907	 	14.763	 0.049	bs 	Swift
ASASSN-14ha	2014-09-12	2456912.907	 	14.763	 0.049	bs 	Swift
ASASSN-14ha	2014-09-12	2456912.958	 	14.721	 0.048	bs 	Swift
ASASSN-14ha	2014-09-12	2456912.958	 	14.721	 0.048	bs 	Swift
ASASSN-14ha	2014-09-13	2456913.838	 	14.788	 0.049	bs 	Swift
ASASSN-14ha	2014-09-13	2456913.905	 	14.882	 0.049	bs 	Swift
ASASSN-14ha	2014-09-13	2456913.957	 	14.896	 0.049	bs 	Swift
ASASSN-14ha	2014-09-13	2456914.304	 	14.878	 0.049	bs 	Swift
ASASSN-14ha	2014-09-13	2456914.356	 	14.831	 0.055	bs 	Swift
ASASSN-14ha	2014-09-13	2456914.371	 	14.879	 0.049	bs 	Swift
ASASSN-14ha	2014-09-14	2456915.295	 	14.898	 0.049	bs 	Swift
ASASSN-14ha	2014-09-14	2456915.362	 	14.850	 0.049	bs 	Swift
ASASSN-14ha	2014-09-15	2456915.562	 	14.929	 0.049	bs 	Swift
ASASSN-14ha	2014-09-15	2456915.897	 	14.872	 0.049	bs 	Swift
ASASSN-14ha	2014-09-17	2456918.093	 	14.957	 0.049	bs 	Swift
ASASSN-14ha	2014-09-19	2456920.423	 	15.038	 0.050	bs 	Swift
ASASSN-14ha	2014-09-21	2456922.420	 	15.013	 0.050	bs 	Swift
ASASSN-14ha	2014-09-30	2456931.021	 	15.203	 0.051	bs 	Swift
ASASSN-14ha	2014-09-30	2456931.088	 	15.269	 0.052	bs 	Swift
ASASSN-14ha	2014-10-02	2456932.543	 	15.200	 0.051	bs 	Swift
ASASSN-14ha	2014-10-04	2456935.351	 	15.291	 0.052	bs 	Swift
ASASSN-14ha	2014-10-06	2456937.474	 	15.369	 0.053	bs 	Swift
ASASSN-14ha	2014-10-08	2456939.079	 	15.430	 0.053	bs 	Swift
ASASSN-14ha	2014-10-10	2456941.142	 	15.429	 0.053	bs 	Swift
ASASSN-14ha	2014-10-15	2456945.864	 	15.557	 0.052	bs 	Swift
ASASSN-14ha	2014-10-20	2456951.273	 	15.615	 0.053	bs 	Swift
ASASSN-14ha	2014-10-25	2456956.055	 	15.865	 0.056	bs 	Swift
ASASSN-14ha	2014-09-11	2456912.278	 	14.555	 0.027	g  	1m0-11
ASASSN-14ha	2014-09-11	2456912.281	 	14.579	 0.026	g  	1m0-11
ASASSN-14ha	2014-09-13	2456913.555	 	14.684	 0.039	g  	1m0-12
ASASSN-14ha	2014-09-13	2456913.558	 	14.690	 0.042	g  	1m0-12
ASASSN-14ha	2014-09-13	2456913.623	 	14.587	 0.034	g  	1m0-12
ASASSN-14ha	2014-09-13	2456913.625	 	14.685	 0.033	g  	1m0-12
ASASSN-14ha	2014-09-14	2456914.598	 	14.799	 0.026	g  	1m0-10
ASASSN-14ha	2014-09-14	2456914.601	 	14.794	 0.027	g  	1m0-10
ASASSN-14ha	2014-09-14	2456914.885	 	14.695	 0.009	g  	1m0-05
ASASSN-14ha	2014-09-14	2456914.888	 	14.705	 0.007	g  	1m0-05
ASASSN-14ha	2014-09-14	2456915.106	 	14.764	 0.035	g  	1m0-03
ASASSN-14ha	2014-09-14	2456915.109	 	14.748	 0.030	g  	1m0-03
ASASSN-14ha	2014-09-14	2456915.263	 	14.675	 0.034	g  	1m0-11
ASASSN-14ha	2014-09-14	2456915.266	 	14.698	 0.033	g  	1m0-11
ASASSN-14ha	2014-09-14	2456915.289	 	14.484	 0.049	g  	1m0-11
ASASSN-14ha	2014-09-15	2456916.243	 	14.803	 0.031	g  	1m0-11
ASASSN-14ha	2014-09-15	2456916.246	 	14.796	 0.029	g  	1m0-11
ASASSN-14ha	2014-09-15	2456916.488	 	14.768	 0.034	g  	1m0-12
ASASSN-14ha	2014-09-15	2456916.491	 	14.792	 0.115	g  	1m0-12
ASASSN-14ha	2014-09-16	2456916.819	 	14.871	 0.010	g  	1m0-09
ASASSN-14ha	2014-09-16	2456916.822	 	14.897	 0.011	g  	1m0-09
ASASSN-14ha	2014-09-16	2456917.248	 	14.812	 0.024	g  	1m0-11
ASASSN-14ha	2014-09-16	2456917.251	 	14.788	 0.028	g  	1m0-11
ASASSN-14ha	2014-09-18	2456918.758	 	14.974	 0.011	g  	1m0-04
ASASSN-14ha	2014-09-18	2456918.761	 	14.967	 0.014	g  	1m0-04
ASASSN-14ha	2014-09-20	2456920.822	 	14.994	 0.033	g  	1m0-05
ASASSN-14ha	2014-09-20	2456920.824	 	14.982	 0.028	g  	1m0-05
ASASSN-14ha	2014-09-20	2456920.883	 	14.862	 0.010	g  	1m0-09
ASASSN-14ha	2014-09-20	2456920.886	 	14.871	 0.011	g  	1m0-09
ASASSN-14ha	2014-09-22	2456922.858	 	14.879	 0.010	g  	1m0-09
ASASSN-14ha	2014-09-22	2456922.860	 	14.902	 0.011	g  	1m0-09
ASASSN-14ha	2014-09-25	2456925.884	 	14.965	 0.012	g  	1m0-04
ASASSN-14ha	2014-09-25	2456925.886	 	14.964	 0.011	g  	1m0-04
ASASSN-14ha	2014-09-26	2456926.634	 	14.998	 0.029	g  	1m0-12
ASASSN-14ha	2014-09-26	2456926.635	 	14.995	 0.027	g  	1m0-12
ASASSN-14ha	2014-09-30	2456931.172	 	15.016	 0.025	g  	1m0-11
ASASSN-14ha	2014-09-30	2456931.174	 	15.078	 0.023	g  	1m0-11
ASASSN-14ha	2014-10-02	2456933.068	 	15.120	 0.024	g  	1m0-11
ASASSN-14ha	2014-10-02	2456933.069	 	15.254	 0.026	g  	1m0-11
ASASSN-14ha	2014-10-04	2456934.550	 	15.093	 0.036	g  	1m0-12
ASASSN-14ha	2014-10-04	2456934.551	 	15.232	 0.037	g  	1m0-12
ASASSN-14ha	2014-10-05	2456936.266	 	15.186	 0.027	g  	1m0-11
ASASSN-14ha	2014-10-05	2456936.267	 	15.100	 0.028	g  	1m0-11
ASASSN-14ha	2014-10-07	2456938.046	 	15.168	 0.028	g  	1m0-11
ASASSN-14ha	2014-10-07	2456938.047	 	15.180	 0.028	g  	1m0-11
ASASSN-14ha	2014-10-09	2456940.038	 	15.192	 0.060	g  	1m0-11
ASASSN-14ha	2014-10-09	2456940.038	 	15.236	 0.031	g  	1m0-03
ASASSN-14ha	2014-10-09	2456940.119	 	15.210	 0.028	g  	1m0-03
ASASSN-14ha	2014-10-11	2456942.030	 	15.240	 0.028	g  	1m0-03
ASASSN-14ha	2014-10-11	2456942.030	 	15.275	 0.028	g  	1m0-03
ASASSN-14ha	2014-10-17	2456948.018	 	15.412	 0.030	g  	1m0-03
ASASSN-14ha	2014-10-17	2456948.019	 	15.456	 0.034	g  	1m0-03
ASASSN-14ha	2014-10-22	2456953.355	 	15.482	 0.028	g  	1m0-12
ASASSN-14ha	2014-10-22	2456953.356	 	15.508	 0.030	g  	1m0-12
ASASSN-14ha	2014-10-28	2456959.105	 	15.401	 0.028	g  	1m0-11
ASASSN-14ha	2014-11-03	2456965.032	 	15.549	 0.030	g  	1m0-11
ASASSN-14ha	2014-11-03	2456965.033	 	15.486	 0.027	g  	1m0-11
ASASSN-14ha	2014-11-21	2456982.726	 	15.588	 0.030	g  	1m0-05
ASASSN-14ha	2014-11-21	2456982.727	 	15.554	 0.032	g  	1m0-05
ASASSN-14ha	2014-11-27	2456989.417	 	15.604	 0.028	g  	1m0-10
ASASSN-14ha	2014-11-27	2456989.418	 	15.621	 0.027	g  	1m0-10
ASASSN-14ha	2014-12-04	2456996.188	 	15.728	 0.029	g  	1m0-03
ASASSN-14ha	2014-12-04	2456996.189	 	15.577	 0.031	g  	1m0-03
ASASSN-14ha	2014-12-10	2457001.823	 	15.688	 0.029	g  	1m0-05
ASASSN-14ha	2014-12-10	2457001.824	 	15.658	 0.028	g  	1m0-05
ASASSN-14ha	2014-12-11	2457002.749	 	15.706	 0.028	g  	1m0-05
ASASSN-14ha	2014-12-11	2457002.750	 	15.668	 0.028	g  	1m0-05
ASASSN-14ha	2014-12-16	2457008.456	 	15.683	 0.034	g  	1m0-12
ASASSN-14ha	2014-12-16	2457008.457	 	15.659	 0.036	g  	1m0-12
ASASSN-14ha	2014-12-22	2457014.296	 	15.669	 0.027	g  	1m0-10
ASASSN-14ha	2014-12-22	2457014.297	 	15.715	 0.062	g  	1m0-10
ASASSN-14ha	2014-12-23	2457015.325	 	15.836	 0.039	g  	1m0-12
ASASSN-14ha	2014-12-23	2457015.328	 	15.818	 0.083	g  	1m0-12
ASASSN-14ha	2014-12-25	2457017.338	 	15.823	 0.041	g  	1m0-12
ASASSN-14ha	2014-12-25	2457017.340	 	15.812	 0.042	g  	1m0-12
ASASSN-14ha	2014-12-25	2457017.364	 	15.703	 0.030	g  	1m0-12
ASASSN-14ha	2014-12-25	2457017.366	 	15.728	 0.031	g  	1m0-12
ASASSN-14ha	2014-12-27	2457019.379	 	15.755	 0.028	g  	1m0-10
ASASSN-14ha	2014-12-27	2457019.381	 	15.784	 0.028	g  	1m0-10
ASASSN-14ha	2014-12-29	2457021.048	 	15.847	 0.090	g  	1m0-11
ASASSN-14ha	2014-12-31	2457022.756	 	15.870	 0.036	g  	1m0-05
ASASSN-14ha	2014-12-31	2457022.758	 	15.787	 0.039	g  	1m0-05
ASASSN-14ha	2015-01-02	2457025.052	 	15.884	 0.031	g  	1m0-11
ASASSN-14ha	2015-01-02	2457025.055	 	15.873	 0.032	g  	1m0-11
ASASSN-14ha	2015-01-03	2457026.471	 	15.974	 0.042	g  	1m0-12
ASASSN-14ha	2015-01-03	2457026.473	 	15.979	 0.042	g  	1m0-12
ASASSN-14ha	2015-01-05	2457028.338	 	15.964	 0.033	g  	1m0-10
ASASSN-14ha	2015-01-05	2457028.360	 	15.889	 0.037	g  	1m0-12
ASASSN-14ha	2015-01-05	2457028.362	 	15.959	 0.035	g  	1m0-12
ASASSN-14ha	2015-01-09	2457031.975	 	16.074	 0.044	g  	1m0-03
ASASSN-14ha	2015-01-11	2457034.329	 	16.077	 0.062	g  	1m0-12
ASASSN-14ha	2015-01-15	2457038.104	 	16.191	 0.039	g  	1m0-11
ASASSN-14ha	2015-01-15	2457038.107	 	16.216	 0.040	g  	1m0-11
ASASSN-14ha	2015-01-17	2457039.727	 	16.316	 0.038	g  	1m0-05
ASASSN-14ha	2015-01-17	2457039.729	 	16.295	 0.037	g  	1m0-05
ASASSN-14ha	2015-01-18	2457041.464	 	16.309	 0.033	g  	1m0-12
ASASSN-14ha	2015-01-18	2457041.467	 	16.397	 0.031	g  	1m0-12
ASASSN-14ha	2015-01-20	2457043.303	 	16.547	 0.030	g  	1m0-10
ASASSN-14ha	2015-01-20	2457043.306	 	16.539	 0.029	g  	1m0-10
ASASSN-14ha	2015-01-22	2457045.322	 	16.881	 0.062	g  	1m0-10
ASASSN-14ha	2015-01-22	2457045.326	 	16.851	 0.030	g  	1m0-10
ASASSN-14ha	2015-01-25	2457047.972	 	18.207	 0.047	g  	1m0-11
ASASSN-14ha	2015-01-25	2457047.975	 	18.548	 0.067	g  	1m0-11
ASASSN-14ha	2015-02-01	2457055.028	 	20.144	 0.183	g  	1m0-11
ASASSN-14ha	2015-02-10	2457064.345	 	20.163	 0.152	g  	1m0-10
ASASSN-14ha	2014-09-11	2456912.287	 	15.161	 0.016	i  	1m0-11
ASASSN-14ha	2014-09-11	2456912.288	 	15.098	 0.017	i  	1m0-11
ASASSN-14ha	2014-09-13	2456913.564	 	15.213	 0.024	i  	1m0-12
ASASSN-14ha	2014-09-13	2456913.566	 	15.211	 0.020	i  	1m0-12
ASASSN-14ha	2014-09-13	2456913.631	 	15.243	 0.021	i  	1m0-12
ASASSN-14ha	2014-09-13	2456913.633	 	15.244	 0.019	i  	1m0-12
ASASSN-14ha	2014-09-14	2456914.607	 	15.121	 0.019	i  	1m0-10
ASASSN-14ha	2014-09-14	2456914.608	 	15.196	 0.017	i  	1m0-10
ASASSN-14ha	2014-09-14	2456914.895	 	15.234	 0.008	i  	1m0-05
ASASSN-14ha	2014-09-14	2456914.897	 	15.259	 0.008	i  	1m0-05
ASASSN-14ha	2014-09-14	2456915.114	 	15.225	 0.024	i  	1m0-03
ASASSN-14ha	2014-09-14	2456915.116	 	15.197	 0.024	i  	1m0-03
ASASSN-14ha	2014-09-14	2456915.272	 	15.156	 0.022	i  	1m0-11
ASASSN-14ha	2014-09-14	2456915.273	 	15.153	 0.021	i  	1m0-11
ASASSN-14ha	2014-09-14	2456915.295	 	15.091	 0.023	i  	1m0-11
ASASSN-14ha	2014-09-14	2456915.297	 	15.140	 0.021	i  	1m0-11
ASASSN-14ha	2014-09-15	2456916.497	 	15.193	 0.018	i  	1m0-12
ASASSN-14ha	2014-09-15	2456916.498	 	15.187	 0.018	i  	1m0-12
ASASSN-14ha	2014-09-16	2456916.829	 	15.152	 0.011	i  	1m0-09
ASASSN-14ha	2014-09-16	2456917.257	 	15.074	 0.036	i  	1m0-11
ASASSN-14ha	2014-09-18	2456918.768	 	15.054	 0.011	i  	1m0-04
ASASSN-14ha	2014-09-20	2456920.831	 	15.325	 0.043	i  	1m0-05
ASASSN-14ha	2014-09-20	2456920.893	 	15.218	 0.010	i  	1m0-09
ASASSN-14ha	2014-09-22	2456922.866	 	15.075	 0.025	i  	1m0-09
ASASSN-14ha	2014-09-22	2456922.867	 	15.164	 0.009	i  	1m0-09
ASASSN-14ha	2014-09-25	2456925.893	 	15.121	 0.011	i  	1m0-04
ASASSN-14ha	2014-09-26	2456926.638	 	15.174	 0.020	i  	1m0-12
ASASSN-14ha	2014-09-26	2456926.639	 	15.160	 0.022	i  	1m0-12
ASASSN-14ha	2014-09-30	2456931.176	 	15.039	 0.019	i  	1m0-11
ASASSN-14ha	2014-09-30	2456931.177	 	15.115	 0.020	i  	1m0-11
ASASSN-14ha	2014-10-02	2456933.072	 	14.975	 0.019	i  	1m0-11
ASASSN-14ha	2014-10-02	2456933.073	 	15.098	 0.018	i  	1m0-11
ASASSN-14ha	2014-10-04	2456934.554	 	15.123	 0.019	i  	1m0-12
ASASSN-14ha	2014-10-04	2456934.555	 	15.126	 0.021	i  	1m0-12
ASASSN-14ha	2014-10-05	2456936.270	 	15.041	 0.021	i  	1m0-11
ASASSN-14ha	2014-10-05	2456936.271	 	15.087	 0.028	i  	1m0-11
ASASSN-14ha	2014-10-07	2456938.050	 	15.028	 0.019	i  	1m0-11
ASASSN-14ha	2014-10-07	2456938.050	 	15.069	 0.021	i  	1m0-11
ASASSN-14ha	2014-10-09	2456940.041	 	15.104	 0.021	i  	1m0-11
ASASSN-14ha	2014-10-09	2456940.041	 	15.135	 0.020	i  	1m0-03
ASASSN-14ha	2014-10-11	2456942.033	 	15.092	 0.029	i  	1m0-03
ASASSN-14ha	2014-10-11	2456942.034	 	15.050	 0.031	i  	1m0-03
ASASSN-14ha	2014-10-17	2456948.021	 	14.999	 0.023	i  	1m0-03
ASASSN-14ha	2014-10-17	2456948.022	 	15.033	 0.026	i  	1m0-03
ASASSN-14ha	2014-10-22	2456953.358	 	14.883	 0.023	i  	1m0-12
ASASSN-14ha	2014-10-22	2456953.359	 	14.890	 0.024	i  	1m0-12
ASASSN-14ha	2014-10-28	2456959.109	 	14.924	 0.020	i  	1m0-11
ASASSN-14ha	2014-11-03	2456965.036	 	14.842	 0.020	i  	1m0-11
ASASSN-14ha	2014-11-03	2456965.036	 	14.946	 0.019	i  	1m0-11
ASASSN-14ha	2014-11-09	2456970.954	 	15.028	 0.145	i  	1m0-11
ASASSN-14ha	2014-11-15	2456977.202	 	15.053	 0.033	i  	1m0-03
ASASSN-14ha	2014-11-15	2456977.203	 	14.998	 0.033	i  	1m0-03
ASASSN-14ha	2014-11-21	2456982.729	 	14.848	 0.031	i  	1m0-05
ASASSN-14ha	2014-11-21	2456982.730	 	14.886	 0.028	i  	1m0-05
ASASSN-14ha	2014-11-27	2456989.421	 	14.871	 0.021	i  	1m0-10
ASASSN-14ha	2014-11-27	2456989.422	 	14.885	 0.020	i  	1m0-10
ASASSN-14ha	2014-12-04	2456996.191	 	14.820	 0.019	i  	1m0-03
ASASSN-14ha	2014-12-04	2456996.192	 	14.873	 0.018	i  	1m0-03
ASASSN-14ha	2014-12-11	2457002.753	 	14.887	 0.019	i  	1m0-05
ASASSN-14ha	2014-12-11	2457002.753	 	14.891	 0.020	i  	1m0-05
ASASSN-14ha	2014-12-16	2457008.459	 	14.819	 0.019	i  	1m0-12
ASASSN-14ha	2014-12-16	2457008.460	 	14.862	 0.020	i  	1m0-12
ASASSN-14ha	2014-12-22	2457014.300	 	14.929	 0.020	i  	1m0-10
ASASSN-14ha	2014-12-22	2457014.326	 	14.989	 0.026	i  	1m0-13
ASASSN-14ha	2014-12-22	2457014.327	 	15.062	 0.025	i  	1m0-13
ASASSN-14ha	2014-12-23	2457015.334	 	14.862	 0.021	i  	1m0-12
ASASSN-14ha	2014-12-23	2457015.335	 	14.921	 0.019	i  	1m0-12
ASASSN-14ha	2014-12-25	2457017.372	 	14.962	 0.019	i  	1m0-12
ASASSN-14ha	2014-12-25	2457017.374	 	14.941	 0.019	i  	1m0-12
ASASSN-14ha	2014-12-27	2457019.387	 	14.955	 0.016	i  	1m0-10
ASASSN-14ha	2014-12-27	2457019.389	 	14.929	 0.015	i  	1m0-10
ASASSN-14ha	2014-12-31	2457022.764	 	14.952	 0.026	i  	1m0-05
ASASSN-14ha	2014-12-31	2457022.766	 	14.954	 0.027	i  	1m0-05
ASASSN-14ha	2015-01-02	2457025.061	 	14.979	 0.020	i  	1m0-11
ASASSN-14ha	2015-01-02	2457025.063	 	14.982	 0.020	i  	1m0-11
ASASSN-14ha	2015-01-03	2457026.479	 	15.071	 0.022	i  	1m0-12
ASASSN-14ha	2015-01-03	2457026.481	 	15.053	 0.022	i  	1m0-12
ASASSN-14ha	2015-01-05	2457028.346	 	15.087	 0.018	i  	1m0-10
ASASSN-14ha	2015-01-05	2457028.368	 	15.039	 0.017	i  	1m0-12
ASASSN-14ha	2015-01-09	2457031.983	 	15.133	 0.023	i  	1m0-03
ASASSN-14ha	2015-01-09	2457031.985	 	15.107	 0.021	i  	1m0-03
ASASSN-14ha	2015-01-11	2457034.335	 	15.183	 0.020	i  	1m0-12
ASASSN-14ha	2015-01-11	2457034.336	 	15.115	 0.020	i  	1m0-12
ASASSN-14ha	2015-01-13	2457036.477	 	15.177	 0.030	i  	1m0-13
ASASSN-14ha	2015-01-13	2457036.479	 	15.242	 0.030	i  	1m0-13
ASASSN-14ha	2015-01-15	2457038.113	 	15.309	 0.021	i  	1m0-11
ASASSN-14ha	2015-01-15	2457038.114	 	15.301	 0.022	i  	1m0-11
ASASSN-14ha	2015-01-17	2457039.735	 	15.281	 0.024	i  	1m0-05
ASASSN-14ha	2015-01-17	2457039.737	 	15.265	 0.024	i  	1m0-05
ASASSN-14ha	2015-01-18	2457041.472	 	15.228	 0.023	i  	1m0-12
ASASSN-14ha	2015-01-18	2457041.474	 	15.270	 0.021	i  	1m0-12
ASASSN-14ha	2015-01-20	2457043.312	 	15.393	 0.017	i  	1m0-10
ASASSN-14ha	2015-01-20	2457043.313	 	15.491	 0.019	i  	1m0-10
ASASSN-14ha	2015-01-22	2457045.335	 	15.722	 0.026	i  	1m0-10
ASASSN-14ha	2015-01-22	2457045.337	 	15.753	 0.021	i  	1m0-10
ASASSN-14ha	2015-01-25	2457047.984	 	16.973	 0.074	i  	1m0-11
ASASSN-14ha	2015-01-25	2457047.987	 	16.911	 0.065	i  	1m0-11
ASASSN-14ha	2015-01-28	2457051.423	 	17.866	 0.041	i  	1m0-10
ASASSN-14ha	2015-01-28	2457051.426	 	17.910	 0.048	i  	1m0-10
ASASSN-14ha	2015-01-30	2457053.030	 	17.939	 0.054	i  	1m0-11
ASASSN-14ha	2015-01-30	2457053.033	 	17.992	 0.069	i  	1m0-11
ASASSN-14ha	2015-02-01	2457055.036	 	17.856	 0.080	i  	1m0-11
ASASSN-14ha	2015-02-01	2457055.039	 	17.737	 0.070	i  	1m0-11
ASASSN-14ha	2015-02-03	2457056.930	 	17.837	 0.062	i  	1m0-03
ASASSN-14ha	2015-02-03	2457056.932	 	17.971	 0.067	i  	1m0-03
ASASSN-14ha	2015-02-04	2457058.405	 	18.027	 0.062	i  	1m0-10
ASASSN-14ha	2015-02-04	2457058.407	 	18.213	 0.100	i  	1m0-10
ASASSN-14ha	2015-02-06	2457060.318	 	18.137	 0.066	i  	1m0-12
ASASSN-14ha	2015-02-06	2457060.320	 	18.098	 0.066	i  	1m0-12
ASASSN-14ha	2015-02-08	2457062.054	 	18.187	 0.074	i  	1m0-03
ASASSN-14ha	2015-02-08	2457062.057	 	18.129	 0.084	i  	1m0-03
ASASSN-14ha	2015-02-10	2457064.371	 	17.964	 0.060	i  	1m0-12
ASASSN-14ha	2015-02-10	2457064.373	 	18.010	 0.042	i  	1m0-12
ASASSN-14ha	2015-02-11	2457065.017	 	18.043	 0.058	i  	1m0-11
ASASSN-14ha	2015-02-11	2457065.019	 	18.030	 0.056	i  	1m0-11
ASASSN-14ha	2015-02-16	2457069.949	 	17.848	 0.130	i  	1m0-11
ASASSN-14ha	2015-03-03	2457084.543	 	18.241	 0.041	i  	1m0-09
ASASSN-14ha	2015-03-03	2457084.547	 	18.211	 0.046	i  	1m0-09
ASASSN-14ha	2015-03-08	2457089.559	 	18.196	 0.042	i  	1m0-04
ASASSN-14ha	2015-03-08	2457089.563	 	18.345	 0.068	i  	1m0-04
ASASSN-14ha	2015-03-09	2457090.568	 	18.109	 0.038	i  	1m0-09
ASASSN-14ha	2015-03-09	2457090.573	 	18.199	 0.044	i  	1m0-09
ASASSN-14ha	2015-03-11	2457092.529	 	18.217	 0.029	i  	1m0-09
ASASSN-14ha	2014-09-11	2456912.284	 	14.851	 0.015	r  	1m0-11
ASASSN-14ha	2014-09-11	2456912.285	 	14.876	 0.015	r  	1m0-11
